"Type","ID","Original Name","Localized Name","English Translated Name","First Name (Original)","Last Name (Original)","First Name (Localized)","Last Name (Localized)","Gender","Localization Issues","Cultural Status","Localization Reason","Description","ROW_TYPE","VERIF_STATUS","ISSUE_COUNT","C0_CRITICAL_ISSUES","C1_CHARACTER_ISSUES","C2_CONTENT_ISSUES","C3_FORMAT_ISSUES","SUGGESTED_FIXES"
"Entity","entity_31","rothko-bild","le tableau de rothko","Rothko painting","","","","","","","LOCALIZED","This is a proper noun reference to an artwork. The artist, Rothko, is internationally famous, so his name is preserved. The German 'Bild' (picture/painting) is translated to its French equivalent 'tableau', resulting in the natural phrasing 'Le tableau de Rothko'.","An expensive painting by the artist Rothko that Ethan owns. It hangs in his villa. Emily, in her attempt to make the house more 'cozy,' moves the painting and hangs 'kitschy colorful landscape pictures' next to it, much to Ethan's unspoken annoyance.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le tableau de rothko' starts with lowercase.",""
"Entity","entity_32","elektronische mikrochips","les micropuces électroniques","electronic microchips","","","","","","","ORIGINAL","This is a technical term. It is directly translated from German 'elektronische Mikrochips' to its standard French equivalent, 'les micropuces électroniques'.","A type of advanced technology that Ethan is working with. He is seen scanning technical documents related to their development in his office at the Omini Corporation, suggesting his company is involved in the tech industry.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'elektronische mikrochips' → 'les micropuces électroniques'.","[capitalisation] Localized name 'les micropuces électroniques' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_33","bücher über militärtaktik, politik und technologien","les livres sur la tactique militaire, la politique et les technologies","books on military tactics, politics, and technologies","","","","","","","ORIGINAL","This is a descriptive common noun phrase for a collection of objects. It is translated directly into French to accurately describe the book subjects.","A collection of books in Ethan's study. The subjects include 'Militärtaktik' (Military tactics), 'Die Politik der Macht' (The Politics of Power), and 'Fortgeschrittene Technologien' (Advanced Technologies). Emily discovers them and notes that they are not typical for an ordinary businessman. One book has a worn leather cover and is filled with dense diagrams and notes in an aggressive handwriting, deepening the mystery of Ethan's true profession.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'bücher über militärtaktik, politik und technologien' → 'les livres sur la tactique militaire, la politique et les technologies'.","[capitalisation] Localized name 'les livres sur la tactique militaire, la politique' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_34","seidennachthemd mit häschen","la chemise de nuit en soie à lapins","silk nightgown with bunnies","","","","","","","ORIGINAL","This is a descriptive common noun phrase. It is translated directly into French. 'Seidennachthemd' becomes 'chemise de nuit en soie', and 'mit Häschen' (with bunnies) becomes 'à lapins'.","A wine-red, long-sleeved silk nightgown covered with playful white bunnies that Emily wears in Ethan's villa. Ethan mockingly asks if she got it from the children's department. The nightgown is part of Emily's attempt to provoke a reaction from Ethan and is referred to as her 'Häschen-Hemd' (bunny shirt).","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'seidennachthemd mit häschen' → 'la chemise de nuit en soie à lapins'.","[capitalisation] Localized name 'la chemise de nuit en soie à lapins' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_35","champagnerfarbenes nachthemd","la chemise de nuit couleur champagne","champagne-colored nightgown","","","","","","","ORIGINAL","This is a descriptive common noun phrase. It is translated directly into French to describe the color and type of garment.","A sleeveless silk nightgown in a delicate champagne color that Emily wears the morning after the 'bunny nightgown' incident. In the bathroom light, her silhouette is visible through the fabric, which catches Ethan's attention and makes him visibly uncomfortable, causing him to grab her wrist and warn her not to play games with him.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'champagnerfarbenes nachthemd' → 'la chemise de nuit couleur champagne'.","[capitalisation] Localized name 'la chemise de nuit couleur champagne' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_36","gästezimmer in ethans villa","la chambre d'amis dans la villa d'ethan","guest room in Ethan's villa","","","","","","","ORIGINAL","This is a descriptive common noun phrase. It's localized by directly translating 'guest room' to 'la chambre d'amis' and linking it to the localized character 'Ethan'.","The guest room in Ethan's villa where Emily was staying. Ethan finds the room empty with the door ajar after Emily leaves in the middle of the night. Her absence, noted by the perfectly made bed and missing suitcase, underscores her departure and leaves Ethan in a state of unease.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'gästezimmer in ethans villa' → 'la chambre d'amis dans la villa d'ethan'.","[capitalisation] Localized name 'la chambre d'amis dans la villa d'ethan' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_37","eastside-hotel","le bristol","Eastside Hotel","","","","","","","LOCALIZED","This proper noun is mapped directly from the strategy's glossary. 'Le Bristol' is a real, iconic luxury hotel in Paris, serving as a perfect, culturally authentic replacement that grounds the scene of humiliation in a recognizable high-society Parisian location.","A luxurious, five-star hotel to which Emily asks Michael Harrington to drive her after leaving Ethan's villa. Upon attempting to check in, all her credit cards are declined. This leads to a humiliating experience where the receptionist suggests she go to a cheaper motel nearby. The hotel is described as having an elegant lobby with polished floors.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le bristol' starts with lowercase.",""
"Entity","entity_38","das günstige motel","l'hôtel formule 1","the cheap motel","","","","","","","LOCALIZED","This is a descriptive common noun. The localization strategy provides a specific, culturally resonant equivalent for a 'cheapo motel': 'un hôtel Formule 1 en périphérie'. 'Formule 1' is a well-known budget hotel chain in France, perfectly capturing the intended meaning.","A cheap, budget motel located about three hundred meters from the upscale Eastside-Hotel. After being rejected from the Eastside-Hotel, Emily pays $100 in cash for a room. The motel is depicted as shabby, smelling of old carpet, cleaning supplies, and stale cigarette smoke. The room is so unpleasant that Emily sleeps on the couch. A photo of her entering this motel is maliciously shared in the 'Elite Gruppenchat', sparking widespread mockery of her downfall. Lena describes it scathingly as having a disgusting carpet, questionable bedding, and being unsafe, with suspicious cards being slipped under the door. This highlights Emily's desperate situation after being disowned by her family.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'l'hôtel formule 1' starts with lowercase.",""
"Entity","entity_39","elite gruppenchat","le gotha","elite group chat","","","","","","","LOCALIZED","This proper noun is localized according to the strategy's specific suggestion. 'Le Gotha' is a French term referring to the almanac of European royalty and high society, making it a perfect, evocative, and culturally specific name for an exclusive gossip group chat.","A private digital group chat used by members of the wealthy elite to share gossip and mock others. Ruth Martin uses this chat to humiliate Emily by posting a secretly taken photo of her at a cheap motel. The chat members, including a character named Julia, pile on with scornful comments until Michael Harrington intervenes to defend Emily, which silences the mockery. Lena learns about Emily's predicament through this chat. A photo of an unconscious Emily and information about the planned livestream assault on her were shared in this chat, which is how Ethan Williams found out about the attack. Lena first sees the police's official cover story—that Emily was acting as an undercover agent—in this chat.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le gotha' starts with lowercase.",""
"Entity","entity_40","café nahe dem motel","le café près du motel","the cafe near the motel","","","","","","","ORIGINAL","This is a descriptive common noun phrase. It is directly translated into French to maintain its generic, descriptive nature.","A simple café with plain wooden tables located near the budget motel where Emily is staying. Emily and Lena meet here to talk after Lena finds Emily at the motel. During their conversation, they discuss Michael Harrington's recent actions and Emily's falling out with her family and Ethan.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'café nahe dem motel' → 'le café près du motel'.","[capitalisation] Localized name 'le café près du motel' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_41","andrews restaurant","l'ambroisie","Andrews Restaurant","","","","","","","LOCALIZED","As suggested by the localization strategy, the generic 'Andrew's Restaurant' is replaced with 'L'Ambroisie', the name of a real, highly exclusive Michelin-starred restaurant in Paris. This choice elevates the setting, adds authenticity, and reinforces the high social status of the characters involved.","An upscale, elegant restaurant chosen by Lena to cheer Emily up. It is managed by a man named Andrew. The restaurant becomes the stage for a major confrontation when Emily and Lena encounter Adriana Baker dining with their rivals, Ruth Martin and Sophia Kaiser. The manager, Andrew, is intimidated by Sophia's status as heiress to the Kaiser Konzern, lies about their reservation, and publicly humiliates Emily and Lena before ordering them to be thrown out. The conflict culminates in Lena smashing a decorative vase and Ethan's dramatic arrival. Emily and Lena are accosted by Sophia, Ruth, and Adriana here. The manager, Andrew, initially sides with Ruth's group but becomes terrified when the more powerful Ethan and Daniel Kelly arrive. Ethan criticizes the manager's behavior, leading to Andrew's humiliation and the group's decision to dine elsewhere.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'l'ambroisie' starts with lowercase.",""
"Entity","entity_42","die ziervase","le vase décoratif","the decorative vase","","","","","","","LOCALIZED","This is a descriptive common noun. It is translated literally from the German 'die Ziervase' (the decorative vase) to its French equivalent 'le vase décoratif'.","A slender decorative vase located in Andrew's Restaurant. In a fit of rage over the humiliation and injustice directed at Emily, Lena smashes this vase on the floor. This act of defiance dramatically escalates the conflict, leading the manager to order security to forcibly remove both women from the premises.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le vase décoratif' starts with lowercase.",""
"Entity","entity_43","forbes","forbes","Forbes","","","","","","","ORIGINAL","'Forbes' is an internationally recognized media brand. As per the localization strategy, it is kept to maintain its global significance as a benchmark for wealth and influence in the business world.","A prestigious business publication or organization known for its rankings of influential individuals. Daniel Kelly's high status is established by his title as a 'Forbes Top 30 Investor', mentioned in Chapter 17.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'forbes' starts with lowercase.",""
"Entity","entity_44","martins familienunternehmen","l'entreprise familiale martin","Martin's family company","","","","","","","MIXED","This is a descriptive name. It is translated into French using the character name 'Martin', which is also a common French surname and requires no localization, creating the natural phrase 'L'entreprise familiale Martin'.","The family company belonging to Ruth Martin's family. In Chapter 17, Ethan uses his knowledge of the company's financial struggles to intimidate Ruth, stating it is more concerned with 'damage control than with expansion'.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'l'entreprise familiale martin' starts with lowercase.",""
"Entity","entity_45","heavens door","le ciel d'or","heavens door","","","","","","","LOCALIZED","This proper noun is localized according to the strategy's glossary, which translates 'Heavens Door' to 'Le Ciel d'Or'. This creates an elegant, evocative French name that preserves the original's aspirational tone.","A new and highly exclusive restaurant introduced in Chapter 18. Lena Jones is shocked they can get in, stating the waiting list is a year long. It is located in an inconspicuous old factory, but the interior is luxurious. The group dines in a private top-floor room with a glass dome and a view of Downtown, a space that Lena claims requires a ten-billion-dollar net worth to book, implying Ethan's immense wealth.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le ciel d'or' starts with lowercase.",""
"Entity","entity_46","downtown","le centre de paris","downtown","","","","","","","LOCALIZED","The generic American term 'Downtown' is adapted to the specific context of the new primary setting, Paris. 'Le centre de Paris' is the natural French equivalent.","The central district of the city. In Chapter 18, the group travels in a limousine towards Downtown to get to the restaurant 'Heavens Door'. The restaurant's private room offers a panoramic view of Downtown, described as a 'sea of gold and neon'.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le centre de paris' starts with lowercase.",""
"Entity","entity_47","bordeaux","bordeaux","Bordeaux","","","","","","","ORIGINAL","The entity is a French city and wine region. The name is already in French and requires no localization.","A city and wine region in France, known for its wine. In Chapter 18, a sommelier at 'Heavens Door' mentions wines from Bordeaux. Lena later identifies the red wine she is drinking as a 2009 Bordeaux.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'bordeaux' starts with lowercase.",""
"Entity","entity_48","chile","chili","Chile","","","","","","","LOCALIZED","The German spelling 'Chile' is localized to the standard French spelling for the country, 'Chili'.","A country in South America mentioned in Chapter 18. The sommelier at 'Heavens Door' suggests wines from Chile as an option for the group's dinner.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'chili' starts with lowercase.",""
"Entity","entity_49","fisch","le poisson","fish","","","","","","","LOCALIZED","This is a common food item. 'Fisch' (fish) is translated to its direct French equivalent, 'le poisson'. This is a neutral choice that fits any upscale restaurant menu.","A fish dish from the menu at 'Heavens Door' in Chapter 18. When Emily hesitates to order, Ethan decisively tells the waiter she will have the fish. In Chapter 21, Emily gives a slice of salmon ('Lachs') from a fish dish to Ethan's cat, Toffee.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le poisson' starts with lowercase.",""
"Entity","entity_50","hühnchen","le poulet","chicken","","","","","","","LOCALIZED","This is a common food item. 'Hühnchen' (chicken) is translated to its direct French equivalent, 'le poulet'.","Chicken. In Chapter 18 at 'Heavens Door', Emily tentatively suggests ordering chicken, but the waiter informs her it is not on the menu that day, adding to her awkwardness before Ethan orders for her. In Chapter 20, she considers cooking chicken for Ethan at the villa.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le poulet' starts with lowercase.",""
"Entity","entity_51","ethans schwarze kreditkarte","la carte de crédit noire d'ethan","Ethan's black credit card","","","","","","","MIXED","This is a descriptive common noun phrase. It is translated directly into French and linked to the character 'Ethan', accurately describing the object.","A black, expensive-looking credit card that Ethan gives to Emily in Chapter 19. He instructs her to use it to buy ingredients for dinner, formalizing her role as his 'cook'. The card symbolizes his wealth and control. Emily uses it in Chapter 20 to buy nearly four hundred dollars worth of groceries. Emily uses it to make a defiant $20,000 purchase of two suits, realizing the high credit limit and Ethan's trust. It is also referred to as 'die Karte, die ich dir gegeben hab', 'elegante schwarze Kreditkarte', and 'glänzende Premium-Karte'. Emily Kaiser returns Ethan Williams's credit card when she permanently leaves his house, signaling her intent to become financially independent and sever all ties with him.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'la carte de crédit noire d'ethan' starts with lowercase.",""
"Entity","entity_52","supermarkt in opal harbor","le supermarché de neuilly-sur-seine","supermarket in Opal Harbor","","","","","","","LOCALIZED","This is a descriptive name treated as a proper noun in context. It is localized based on the mapping of 'Opal Harbor' to 'Neuilly-sur-Seine', grounding the location in the new French setting.","A supermarket located in the Opal Harbor district. In Chapter 20, Emily stops here to buy groceries with Ethan's credit card before returning to his villa.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le supermarché de neuilly-sur-seine' starts with lowercase.",""
"Entity","entity_53","gemüsesuppe","la soupe de légumes","vegetable soup","","","","","","","LOCALIZED","This is a common dish. The German 'Gemüsesuppe' is translated to its direct French equivalent, 'la soupe de légumes'.","A simple vegetable soup that Emily prepares for Ethan in Chapter 20 upon her return to his villa. She chooses it as a light, unobtrusive meal. In Chapter 21, Ethan eats the entire bowl and acknowledges that it 'was good', a rare moment of positive feedback.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'la soupe de légumes' starts with lowercase.",""
"Entity","entity_54","pudding","le pudding","pudding","","","","","","","UNIVERSAL","The word 'pudding' exists in French, though it can refer to different desserts. However, given the source uses the direct German equivalent 'Schokopudding', localizing it as 'le pudding au chocolat' is the most faithful choice. The narrative focuses on its 'diet' nature, which remains clear.","A dessert that Emily prepares for Ethan in Chapter 20. In Chapter 21, it is revealed to be a chocolate pudding ('Schokopudding') made from a recipe in a low-calorie cookbook. Ethan eats it and calls it 'pretty good', but later discovers the book and misinterprets the dessert as an insult, calling it an 'Abnehm-Pudding' (weight-loss pudding) and accusing Emily of implying he is fat.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le pudding' starts with lowercase.",""
"Entity","entity_55","das neue immobilienprojekt","le nouveau projet immobilier","the new real estate project","","","","","","","LOCALIZED","This is a descriptive common noun phrase. It is translated literally from German 'das neue Immobilienprojekt' to its French equivalent 'le nouveau projet immobilier'.","A new real estate project mentioned in Chapter 20. Sophia tells Jacob that she collaborated with Ruth Martin on this project to create a significant revenue stream for the 'Miller Corporation', framing it as an act of support for him and a demonstration of her business acumen.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le nouveau projet immobilier' starts with lowercase.",""
"Entity","entity_56","pasta","les pâtes","pasta","","","","","","","LOCALIZED","'Pasta' is an Italian loanword often used in German. The correct and standard term in French is 'les pâtes', which is used for cultural and linguistic accuracy.","A dish that Emily recalls having made for Ethan in the past, mentioned in Chapter 20. She remembers 'besieging' him with pasta and cinnamon rolls, suggesting her cooking has been a primary and somewhat successful method of communication with him.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'les pâtes' starts with lowercase.",""
"Entity","entity_57","leichte küche, die nicht ansetzt","cuisine légère, sans prendre un gramme","Light Cuisine That Doesn't Add Weight","","","","","","","LOCALIZED","This is a proper noun (a book title). A literal translation would be clunky. To make it sound like a genuine French cookbook title, it is transcreated into the more idiomatic and marketable 'Cuisine légère, sans prendre un gramme' (Light cuisine, without gaining a gram).","A cookbook with the title translating to 'Light Cuisine That Doesn't Add Weight'. In Chapter 21, Emily reveals she bought it at the supermarket. Ethan finds the book, discovers she used a recipe from it for his pudding, and misinterprets it as an insult that he is fat, leading to a confrontation and his subsequent 'punishment' for her.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'cuisine légère, sans prendre un gramme' starts with lowercase.",""
"Entity","entity_58","bestrafungsmahlzeit","le repas de punition","punishment meal","","","","","","","LOCALIZED","This is a descriptive common noun phrase. It is translated literally from the German 'Bestrafungsmahlzeit' (punishment meal) to its French equivalent 'le repas de punition'.","A punishment meal Ethan orders for Emily in Chapter 21 after feeling insulted by the 'diet' pudding. He has his assistant Felix deliver it, and it consists of 'steamed vegetables and unseasoned protein' ('gedünstetes Gemüse und ungewürztes Protein'). Ethan forces a disgusted Emily to eat the entire bland meal. He refers to it as 'the punishment from last night' ('die Strafe von gestern Abend').","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le repas de punition' starts with lowercase.",""
"Entity","entity_59","versöhnungsfrühstück","le petit-déjeuner de réconciliation","reconciliation breakfast","","","","","","","LOCALIZED","This is a descriptive common noun phrase. It is translated literally from the German 'Versöhnungsfrühstück' (reconciliation breakfast) to its French equivalent 'le petit-déjeuner de réconciliation'.","An elaborate breakfast feast Emily prepares for Ethan in Chapter 21, the morning after he forced her to eat the punishment meal. It includes fluffy pancakes, crispy bacon, fresh fruit, and poached eggs. She presents it with a sweet smile, claiming to make amends, but it marks the beginning of her plan for revenge against him.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le petit-déjeuner de réconciliation' starts with lowercase.",""
"Entity","entity_60","ragdoll","ragdoll","Ragdoll","","","","","","","ORIGINAL","'Ragdoll' is the internationally recognized name for this cat breed. It is used as is in France and does not require translation.","A breed of cat. In Chapter 21, Ethan's pet cat, Toffee, is identified as a 'weiß graue Ragdoll Katze' (white and grey Ragdoll cat) with soft, long fur.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'ragdoll' starts with lowercase.",""
"Entity","entity_61","icm design","atelier valois","icm design","","","","","","","LOCALIZED","This proper noun is mapped from the strategy's glossary, which replaces 'ICM Design' with 'Atelier Valois'. 'Atelier' is a fitting French term for a design firm, and 'Valois' gives it a classic, artistic-sounding French name, distinct from the other design firms in the story.","A small, unassuming, and somewhat struggling design firm where Emily gets a job after being fired from her family's company. The office is described as small, stuffy, and located away from the city center. The head of the company is Nick Sterling, and Emily's colleague is Jason Adler. Despite its small size, Ethan uses his influence to get the firm a spot in the prestigious design competition for the California Culture and Technology Center, giving Emily a chance to prove her talent. Emily participated in the design competition representing this company. After Jason Adler and Sophia Kaiser publicly accused Emily of plagiarism, Nick Sterling fired her on the spot and withdrew the firm from the competition.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'atelier valois' starts with lowercase.",""
"Entity","entity_62","lamborghini","lamborghini","Lamborghini","","","","","","","ORIGINAL","'Lamborghini' is an internationally recognized luxury car brand. As per the localization strategy, it is kept to function as a universal symbol of wealth and status.","An elegant, black, luxury sports car driven by Jacob. It appears as a symbol of wealth and status, contrasting sharply with Emily's reduced circumstances as she distributes flyers. Jacob and Sophia arrive in the car to confront and humiliate Emily. Its powerful engine noise is described as a 'höhnisches Lachen' (mocking laugh) as it speeds away, leaving Emily on the pavement. Owned and driven by Jacob, he drives it in anger to the Drew-Villa after reading news headlines about Emily's mistreatment. It is also described as 'auffällig' (conspicuous) when he gets out of it in Green Mountain.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'lamborghini' starts with lowercase.",""
"Entity","entity_63","mandarin-garden auftrag","le projet mandarin-garden","Mandarin Garden contract","","","","","","","MIXED","This is a proper noun for a project. The name 'Mandarin-Garden' sounds like an international hotel or residence brand (e.g., Mandarin Oriental) and is plausibly kept in a French context. 'Auftrag' (contract/order) is translated as 'projet' (project).","A large-scale design project for over a thousand suites that Sophia claims to have recently secured for the Kaiser Konzern. She uses this achievement to taunt Emily and offer her a subordinate position, highlighting her own success and Emily's downfall.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le projet mandarin-garden' starts with lowercase.",""
"Entity","entity_64","omnicorp-gebäude","l'immeuble omnicorp","Omnicorp Building","","","","","","","MIXED","The name is composed of the company name 'OmniCorp', which is kept as per the strategy, and the German word for building, 'Gebäude', which is translated to 'Immeuble'. This creates a natural-sounding name in French.","The building where Ethan works. He is seen driving his car out of its underground parking garage ('Tiefgarage') before he spots Emily on the street. It represents his world of corporate power.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'l'immeuble omnicorp' starts with lowercase.",""
"Entity","entity_65","university of california","l'université de la sorbonne","university of california","","","","","","","LOCALIZED","With the primary setting moved from California to Paris, the 'University of California' is transposed to a prestigious and iconic French equivalent. 'La Sorbonne' is one of the most famous universities in Paris, making it a fitting substitute that maintains the character's high level of education in the new cultural context.","The prestigious university where Emily studied. Ethan mentions it to contrast her high level of education with the menial job of distributing flyers she is currently doing, highlighting the injustice of her situation.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'l'université de la sorbonne' starts with lowercase.",""
"Entity","entity_66","california-theater","théâtre de paris","california-theater","","","","","","","LOCALIZED","Since the primary setting 'California' has been mapped to 'Paris/France', this location name is adapted to fit the new setting. 'Théâtre de Paris' is a plausible, real, and prestigious name that aligns with the story's high-society context.","A theater that Emily was involved in designing. She mentions this past project as evidence of her experience and skill in project management and design, defending herself against Ethan's criticism.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'théâtre de paris' starts with lowercase.",""
"Entity","entity_67","werbeflyer von icm design","les prospectus de l'atelier valois","promotional flyers for ICM Design","","","","","","","LOCALIZED","This is a descriptive name. It is localized by translating 'Werbeflyer' (promotional flyers) to 'prospectus' and using the localized organization name 'Atelier Valois' (from 'ICM Design') to maintain consistency.","A stack of brightly colored, poorly printed promotional flyers for ICM Design. Emily is forced to distribute them on the street as part of her new job, an experience she finds humiliating. The flyers become a central element in a dramatic scene where Jacob and Sophia confront her, and she ultimately throws them at them in a fit of despair before collapsing. Ethan helps her pick up the scattered papers.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'les prospectus de l'atelier valois' starts with lowercase.",""
"Entity","entity_68","california culture and technology center","la cité de l'innovation de paris","California Culture and Technology Center","","","","","","MENTION_MAP_INCONSISTENCY: Mentions for shortened versions of the entity name are inconsistent with the fully localized name. 'California Culture and Technology Center' was localized to 'La Cité de l'Innovation de Paris', but the mentions for 'das culture center' and 'technology center' were localized to 'la Cité de la Culture' and 'la Cité de la Technologie' respectively, instead of aligning with 'Innovation'. + affected mentions: la Cité de la Culture, la Cité de la Technologie (Severity: high)","LOCALIZED","This proper noun is mapped directly from the localization strategy's glossary. It replaces the California-specific name with a plausible and modern-sounding Parisian institution, 'La Cité de l'Innovation de Paris', fitting for a landmark project blending culture and technology.","A new, unusual, and modern building described as a future iconic landmark of California. It is the subject of a major design competition that becomes the central focus of Emily's professional life. Emily sees it as a 'true future project' that should blend cultural American heritage with modern technology. The institution that hosts the design competition, with Präsident Sawyer as its president. The center is implicated in the corrupt scheme to award the competition to the Kaiser Konzern. Ethan Williams plans to publicly expose Sawyer's corrupt activities and prevent a planned partnership project between the center and the Kaiser Konzern. Its head, Patrick Sawyer, was bribed by the Kaiser Konzern to secure Sophia's victory. The corruption is later exposed, leading to Sawyer's suspension and the cancellation of the competition results. This event is a major catalyst for the downfall of the Kaiser Konzern's reputation.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'la cité de l'innovation de paris' starts with lowercase.",""
"Entity","entity_69","ausschreibung für das california culture and technology center","l'appel d'offres pour la cité de l'innovation de paris","The Tender for the California Culture and Technology Center","","","","","","CROSS_ENTITY_INCONSISTENCY: The mention 'l'appel d'offres pour la Cité de la Culture' refers to the location from entity_68 ('california culture and technology center'), which was localized as 'la cité de l'innovation de paris'. The name component 'Cité de la Culture' is inconsistent with the established localization 'Cité de l'Innovation'. + affected mentions: l'appel d'offres pour la Cité de la Culture (Severity: high)","LOCALIZED","This is a descriptive name for an event. 'Ausschreibung' (bidding/tender) is translated to its French public procurement equivalent, 'appel d'offres'. The name of the localized institution, 'La Cité de l'Innovation de Paris', is used to ensure consistency.","A prestigious open bidding competition for the interior design of the California Culture and Technology Center. Emily's firm, ICM Design, is initially not qualified to participate. Ethan uses his connections to secure a spot for them, giving Emily the chance to compete against major firms like the Kaiser Konzern. The submission deadline is fifteen days. The event is chaired by Präsident Sawyer and serves as the setting for Emily's public humiliation. Her stolen design is presented by her sister Sophia. The competition is revealed to be corrupt, with Jacob Miller's connections influencing Sawyer to favor Sophia. Emily is accused of plagiarism and fired, and her company, ICM Design, withdraws.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'l'appel d'offres pour la cité de l'innovation de p' starts with lowercase.",""
"Entity","entity_70","visionary design awards","le grand prix du design","visionary design awards","","","","","","","LOCALIZED","To ground the story in the new French setting, the US-centric 'Visionary Design Awards' is transposed to a prestigious-sounding French equivalent, 'Le Grand Prix du Design'. This maintains the award's function as a significant marker of professional achievement within the French design community.","A prestigious design award in the USA that Emily has won. She mentions this achievement to Ethan to prove her competence and self-worth, stating that it led to job offers from countless top firms which she declined.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le grand prix du design' starts with lowercase.",""
"Entity","entity_71","coq-au-vin","coq au vin","coq-au-vin","","","","","","","ORIGINAL","'Coq au vin' is a classic French dish. Its name is already in French and is kept, which enhances the authenticity of the new cultural setting.","A French dish that Emily cooks for Ethan as one of her 'experiments' to gauge his tastes. His reaction—closing his eyes while chewing—is a small victory for her, a moment where he loses his usual control.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'coq-au-vin' → 'coq au vin'.","[capitalisation] Localized name 'coq au vin' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_72","pad thai","pad thaï","pad thai","","","","","","","ORIGINAL","'Pad thai' is the name of a specific, internationally known Thai dish. As a foreign food item, its name is preserved to reflect its cultural origin, which is plausible in a cosmopolitan Parisian setting. The spelling is adapted with a diaeresis ('thaï') for standard French orthography of the country's name.","A Thai noodle dish that Emily prepares for Ethan. His reaction is a 'shadow on his forehead,' indicating he was not fond of it. This is part of her effort to understand him through his culinary preferences.","MAIN","HIGH","2","","","[status_mismatch] Status is 'ORIGINAL' but name changed: 'pad thai' → 'pad thaï'.","[capitalisation] Localized name 'pad thaï' starts with lowercase.","Change status to LOCALIZED/ADAPTED or revert to original name."
"Entity","entity_73","beef tartar","steak tartare","beef tartar","","","","","","","LOCALIZED","'Beef tartar' is localized to its correct and common French name, 'Steak tartare'. This dish is a staple of French bistro cuisine, making it a culturally authentic choice that fits the new setting perfectly.","A dish of raw minced beef that Emily prepares using one of Ethan's expensive Kato-San knives. The preparation leads to a tense and intimate confrontation with Ethan in the kitchen.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'steak tartare' starts with lowercase.",""
